grid_id,date,latitude,longitude,x_utm,y_utm,rainfall_daily_mm,rainfall_cum_2d_mm,rainfall_cum_3d_mm,rainfall_cum_7d_mm,rainfall_delta_mm,elevation_m,slope_deg,low_lying_score,built_up_ratio,water_ratio,vegetation_ratio,worldcover_class,soil_clay_0_5cm,dist_to_swd_m,dist_to_macro_drain_m,dist_to_micro_drain_m,dist_to_river_stream_m,dist_to_buckingham_canal_m,dist_to_krishna_water_canal_m,drainage_density_m_per_km2,building_count,building_area_m2,dist_to_hospital_m,hospital_count_1km,dist_to_fire_station_m,dist_to_police_m,flood_occurred
CHN_G1802,2015-11-15,13.040694,80.269089,420750.0,1441750.0,15.15,16.01,158.22,395.6,14.28,9.57,0.26,0.618,0.912,0.0,0.084,50,57.0,77.5,5331.6,2424.4,1796.4,101.9,44655.7,6533.8,213,18415.5,120.2,23,968.2,453.0,1
CHN_G1502,2015-11-15,13.008968,80.241518,417750.0,1438250.0,15.16,15.35,150.7,417.25,14.97,11.42,1.84,0.623,0.314,0.0,0.686,10,236.0,103.5,6385.9,1462.2,1069.3,713.2,44320.9,4703.3,0,0.0,360.1,7,3122.7,1596.5,1
CHN_G0171,2015-10-01,12.868397,80.108313,403250.0,1422750.0,2.33,2.41,3.17,30.98,2.26,29.71,1.12,0.649,0.71,0.0,0.289,50,69.0,10442.3,6513.1,10163.8,1107.3,13831.8,46100.1,0.0,74,7625.8,3127.3,0,8761.8,6325.9,0
CHN_G0040,2015-10-01,12.850837,80.278857,421750.0,1420750.0,2.46,2.53,3.26,30.89,2.39,0.0,0.0,0.582,0.0,1.0,0.0,80,103.0,4355.9,8880.0,8101.7,5171.8,4669.9,59466.8,0.0,0,0.0,6401.8,0,15003.7,7757.9,0
CHN_G0195,2015-10-01,12.86875,80.218902,415250.0,1422750.0,2.26,2.34,3.12,31.03,2.19,3.63,0.19,0.636,0.704,0.0,0.281,50,76.0,883.8,5947.8,1418.6,96.0,2094.4,53780.4,0.0,26,15805.2,523.0,1,11993.2,3549.4,0
CHN_G0127,2015-10-01,12.863845,80.099113,402250.0,1422250.0,2.38,2.45,3.2,30.95,2.3,37.79,1.64,0.425,0.03,0.0,0.97,10,300.0,11560.3,6824.3,11194.1,751.9,14775.7,45963.4,0.0,0,0.0,4010.1,0,9585.1,6972.1,0
CHN_G0042,2015-10-01,12.850862,80.288073,422750.0,1420750.0,2.48,2.55,3.27,30.87,2.41,0.0,0.0,0.582,0.0,1.0,0.0,80,103.0,5258.7,9359.4,9025.2,6171.3,5597.8,60133.4,0.0,0,0.0,7349.3,0,15399.5,8502.1,0
CHN_G0106,2015-10-01,12.859638,80.195891,412750.0,1421750.0,2.27,2.35,3.13,31.03,2.19,5.18,3.77,0.708,0.13,0.026,0.815,30,319.0,2015.1,7901.0,1587.9,538.4,4284.5,52782.1,0.0,0,0.0,3047.4,0,11488.3,4445.6,0
CHN_G0045,2015-10-01,12.854834,80.108361,403250.0,1421250.0,2.38,2.45,3.2,30.95,2.3,27.35,0.19,0.985,0.0,0.0,1.0,40,295.0,11031.5,7971.0,10339.0,380.3,13728.3,47347.1,0.0,0,0.0,3042.6,0,10195.8,7821.8,0
CHN_G0147,2015-10-01,12.864145,80.191269,412250.0,1422250.0,2.25,2.32,3.11,31.05,2.17,8.65,2.55,0.483,0.15,0.0,0.844,10,330.0,2130.6,7737.8,1492.8,217.4,4871.9,52075.8,0.0,0,0.0,2467.7,0,10790.8,3821.6,0
CHN_G0091,2015-10-01,12.859417,80.126775,405250.0,1421750.0,2.32,2.39,3.16,30.99,2.24,43.91,8.89,0.0,0.0,0.0,1.0,10,338.0,8972.0,8140.3,8281.4,1023.3,11747.7,48065.1,0.0,0,0.0,990.5,1,9343.7,7085.8,0
CHN_G1371,2015-11-15,12.995337,80.218508,415250.0,1436750.0,14.72,16.99,150.77,416.15,12.45,12.91,1.29,0.64,0.257,0.0,0.742,10,318.0,141.3,5761.2,123.2,951.5,3319.9,43427.2,5050.4,0,0.0,841.1,2,2271.2,1170.2,1
CHN_G1718,2015-11-15,13.031652,80.269115,420750.0,1440750.0,15.03,16.26,157.97,399.36,13.8,12.34,1.58,0.38,0.84,0.0,0.139,50,213.0,86.2,5941.6,2669.1,796.4,419.2,45215.0,5503.3,177,19329.0,399.1,14,1558.4,399.6,1
CHN_G0058,2015-10-01,12.855031,80.16826,409750.0,1421250.0,2.28,2.36,3.14,31.02,2.2,14.32,0.53,0.418,0.422,0.001,0.575,50,315.0,4820.0,9963.1,4140.3,644.9,7229.6,51200.7,0.0,0,0.0,3077.1,0,10496.3,4945.4,0
CHN_G0183,2015-10-01,12.868579,80.163607,409250.0,1422750.0,2.23,2.3,3.1,31.06,2.15,11.96,1.15,0.597,0.013,0.0,0.982,40,305.0,4858.2,9168.1,4178.0,489.9,7908.6,49727.0,0.0,2,142.1,2240.2,0,8916.8,3794.8,0
CHN_G0238,2015-10-01,12.873284,80.223496,415750.0,1423250.0,2.26,2.33,3.12,31.04,2.18,2.68,0.27,0.674,0.469,0.0,0.45,50,72.0,380.9,5334.2,1604.9,440.7,1745.0,53696.9,0.0,29,2207.4,306.5,1,11463.0,2954.5,0
CHN_G0232,2015-10-01,12.873201,80.195848,412750.0,1423250.0,2.21,2.29,3.09,31.07,2.13,4.23,0.22,0.726,0.034,0.0,0.949,40,328.0,1323.6,6622.5,656.1,27.7,4642.8,51680.9,0.0,159,13521.0,1633.7,0,10310.0,3068.5,0
CHN_G0173,2015-10-01,12.868428,80.117529,404250.0,1422750.0,2.31,2.38,3.15,31.0,2.23,22.91,0.98,0.895,0.064,0.05,0.747,40,307.0,9559.8,6833.7,9164.9,381.0,12839.9,46670.6,0.0,45,5188.7,2192.0,0,8498.5,6322.8,0
CHN_G1837,2015-11-15,13.045122,80.236797,417250.0,1442250.0,13.58,19.83,164.92,428.62,7.33,14.11,1.81,0.565,0.711,0.0,0.282,50,20.0,116.3,2610.2,1061.1,2127.0,3070.5,41488.2,13932.3,0,0.0,179.5,23,1284.1,1377.2,1
CHN_G0062,2015-10-01,12.855089,80.18669,411750.0,1421250.0,2.28,2.36,3.14,31.02,2.2,8.21,1.2,0.649,0.19,0.0,0.808,40,310.0,3094.3,8853.7,2554.7,816.0,5230.7,52491.6,0.0,0,0.0,3465.6,0,11361.6,4721.7,0
CHN_G1675,2015-11-15,13.027118,80.264518,420250.0,1440250.0,14.86,16.62,157.49,405.48,13.11,11.43,3.53,0.458,0.867,0.0,0.129,50,213.0,107.2,5939.6,2357.0,472.2,426.0,45092.0,4649.9,0,0.0,148.1,22,2260.7,803.7,1
CHN_G1545,2015-11-15,13.013502,80.246115,418250.0,1438750.0,15.07,15.65,151.54,416.79,14.48,11.11,2.55,0.561,0.776,0.0,0.218,50,325.0,88.0,6168.5,1321.5,567.4,225.3,44395.4,8242.3,304,88183.2,555.3,6,2918.8,1856.7,1
CHN_G1754,2015-11-15,13.036094,80.241436,417750.0,1441250.0,14.23,18.12,159.49,420.7,10.34,13.68,1.16,0.53,0.882,0.0,0.118,50,168.0,95.9,3725.2,234.2,1072.9,1975.1,42479.8,7855.5,35,29500.3,228.1,21,1169.8,556.8,1
CHN_G0009,2015-10-01,12.850406,80.136022,406250.0,1420750.0,2.33,2.41,3.17,30.98,2.26,23.66,1.09,0.919,0.104,0.0,0.896,10,327.0,8267.3,9477.9,7560.9,958.0,10730.5,49460.8,0.0,0,0.0,421.1,2,10314.4,7241.7,0
CHN_G1836,2015-11-15,13.045108,80.232186,416750.0,1442250.0,13.63,19.71,164.18,428.1,7.55,16.26,1.38,0.455,0.822,0.0,0.165,50,5.0,29.3,2431.9,1192.8,2275.6,3387.4,41082.5,6708.2,0,0.0,195.5,17,1107.5,1160.9,1
CHN_G1380,2015-11-15,12.995458,80.260001,419750.0,1436750.0,14.85,16.49,153.35,414.13,13.21,12.59,3.91,0.39,0.879,0.0,0.121,50,30.0,126.1,8103.5,3804.2,1968.8,1041.0,46818.6,7992.6,300,70229.7,57.0,33,4069.0,532.6,1
CHN_G1420,2015-11-15,12.999953,80.250767,418750.0,1437250.0,14.98,16.01,152.08,415.92,13.94,9.65,1.9,0.642,0.818,0.006,0.173,50,279.0,36.6,7723.2,2805.2,1569.9,199.7,45728.6,12781.6,616,98493.0,178.7,22,3580.6,586.7,1
CHN_G0100,2015-10-01,12.859552,80.168245,409750.0,1421750.0,2.26,2.34,3.12,31.03,2.18,18.84,2.11,0.124,0.134,0.0,0.865,40,303.0,4634.6,9570.5,3930.1,1048.7,7260.7,50815.1,0.0,0,0.0,3201.7,0,10030.5,4473.0,0
CHN_G1825,2015-11-15,13.044953,80.181463,411250.0,1442250.0,13.84,20.04,153.17,417.52,7.65,22.47,3.53,0.214,0.772,0.0,0.226,50,278.0,57.3,1496.4,2237.8,2329.1,7854.2,36773.8,10176.4,119,41991.4,94.0,22,5438.7,516.0,1
CHN_G0153,2015-10-01,12.864229,80.218916,415250.0,1422250.0,2.28,2.36,3.14,31.02,2.2,5.39,3.97,0.55,0.242,0.0,0.757,40,329.0,1031.7,6427.8,1736.7,204.1,1996.2,54135.7,0.0,0,0.0,846.9,1,12491.5,4033.4,0
CHN_G0148,2015-10-01,12.864159,80.195877,412750.0,1422250.0,2.25,2.33,3.11,31.04,2.17,4.94,1.17,0.667,0.047,0.0,0.914,40,322.0,1695.6,7478.7,1150.8,50.1,4387.3,52412.8,0.0,0,0.0,2565.3,0,11086.9,3976.7,0
CHN_G1463,2015-11-15,13.004487,80.255364,419250.0,1437750.0,14.94,16.15,152.81,415.08,13.72,11.55,1.35,0.475,0.848,0.0,0.152,50,157.0,87.6,7533.1,2734.5,995.4,803.0,45800.8,13178.2,306,46857.1,212.0,21,4287.7,739.0,1
CHN_G0036,2015-10-01,12.850786,80.260427,419750.0,1420750.0,2.41,2.49,3.23,30.92,2.34,0.0,0.0,0.612,0.0,1.0,0.0,80,208.0,2759.3,8103.8,6314.4,3173.4,2738.7,58162.4,0.0,0,0.0,4574.6,0,14389.1,6479.4,0
CHN_G0162,2015-10-01,12.864349,80.260387,419750.0,1422250.0,2.38,2.45,3.2,30.95,2.3,0.0,0.0,0.628,0.0,1.0,0.0,80,103.0,1922.3,6697.6,5691.9,3438.6,2245.6,57020.9,0.0,0,0.0,4073.7,0,12939.7,5288.9,0
CHN_G1338,2015-11-15,12.990937,80.260014,419750.0,1436250.0,14.82,16.6,153.32,414.13,13.04,13.3,4.67,0.294,0.898,0.0,0.102,50,30.0,106.2,7620.9,4195.3,2468.7,919.2,47136.6,4888.3,0,0.0,174.6,34,3841.8,586.5,1
CHN_G0121,2015-10-01,12.859841,80.265008,420250.0,1421750.0,2.4,2.48,3.22,30.93,2.33,0.0,0.0,0.582,0.0,1.0,0.0,80,103.0,2567.4,7355.8,6332.7,3762.8,2915.0,57726.3,0.0,71,22853.2,4669.4,0,13561.2,5995.3,0
CHN_G0076,2015-10-01,12.855281,80.251198,418750.0,1421250.0,2.38,2.45,3.2,30.95,2.3,0.0,0.0,0.736,0.001,0.909,0.046,80,100.0,1768.4,7356.0,5199.3,2194.7,1635.9,57138.6,0.0,0,0.0,3457.5,0,13686.1,5541.8,0
CHN_G1540,2015-11-15,13.013434,80.223062,415750.0,1438750.0,15.0,15.91,151.25,417.23,14.09,16.5,0.99,0.387,0.782,0.0,0.218,50,12.0,110.9,5345.0,187.6,296.5,2717.2,42467.3,5043.5,364,89055.5,143.5,9,2538.2,465.1,1
CHN_G0203,2015-10-01,12.868857,80.255766,419250.0,1422750.0,2.35,2.43,3.19,30.97,2.28,0.0,0.0,0.709,0.0,1.0,0.0,80,42.0,1341.3,6050.4,5068.3,3238.7,1608.8,56315.6,0.0,0,0.0,3519.6,0,12327.5,4582.8,0
CHN_G1039,2015-11-15,12.959224,80.23706,417250.0,1432750.0,14.46,17.98,151.75,414.38,10.95,8.02,0.5,0.441,0.952,0.0,0.032,50,220.0,13.4,3752.4,2287.4,891.8,1385.1,47641.5,13133.5,337,70148.6,585.0,2,2201.5,1376.3,1
CHN_G0211,2015-10-01,12.872886,80.099081,402250.0,1423250.0,2.35,2.43,3.18,30.97,2.27,37.58,1.26,0.544,0.042,0.0,0.943,10,298.0,11146.3,5830.4,11154.1,1613.2,14890.3,45127.0,0.0,0,0.0,4234.3,0,8674.7,6000.1,0
CHN_G1198,2015-11-15,12.977183,80.195515,412750.0,1434750.0,13.73,21.09,145.82,412.46,6.37,11.27,1.89,0.65,0.978,0.0,0.02,50,327.0,1.8,3593.7,243.3,2237.5,6184.3,43075.0,27803.1,550,68961.2,599.2,12,2871.2,604.0,1
CHN_G0034,2015-10-01,12.85076,80.251211,418750.0,1420750.0,2.39,2.47,3.21,30.94,2.32,0.0,0.0,0.744,0.0,0.988,0.0,80,208.0,2221.1,7844.7,5448.9,2175.4,1767.4,57525.2,0.0,0,0.0,3728.0,0,14177.9,5990.1,0
CHN_G1247,2015-11-15,12.981801,80.227771,416250.0,1435250.0,14.67,17.19,151.17,415.6,12.15,12.26,0.8,0.434,0.923,0.0,0.076,50,167.0,164.0,6024.8,1592.6,174.9,2700.6,45182.9,4250.2,109,14812.6,216.8,12,547.5,748.7,1
CHN_G1870,2015-11-15,13.049517,80.195282,412750.0,1442750.0,13.88,19.57,156.88,420.62,8.18,14.62,0.85,0.648,0.895,0.0,0.101,50,37.0,80.0,1235.4,1444.4,2285.4,6724.9,37602.1,7616.8,92,19376.6,168.8,38,4146.2,433.3,1
CHN_G1741,2015-11-15,13.035911,80.181493,411250.0,1441250.0,13.82,20.32,150.95,416.0,7.31,16.69,2.72,0.548,0.814,0.0,0.183,50,64.0,102.4,2472.3,1246.7,1563.8,7530.5,37437.7,9500.0,201,24228.1,105.7,17,5085.5,531.1,1
CHN_G0134,2015-10-01,12.863954,80.131368,405750.0,1422250.0,2.29,2.37,3.14,31.01,2.21,25.47,2.07,0.572,0.22,0.0,0.778,10,311.0,8393.6,7920.4,7712.4,671.0,11290.8,47954.4,0.0,60,3781.3,646.3,1,8816.0,6537.9,0
CHN_G1660,2015-11-15,13.026913,80.195355,412750.0,1440250.0,14.01,19.57,151.36,416.34,8.46,8.83,0.43,0.896,0.162,0.092,0.708,10,291.0,314.1,3602.6,318.2,163.6,5847.2,39221.7,0.0,442,97482.8,564.1,3,3933.3,659.1,1
CHN_G0697,2015-11-15,12.922974,80.209516,414250.0,1428750.0,14.1,19.45,150.27,413.52,8.74,4.01,0.61,0.728,0.719,0.002,0.274,50,308.0,157.7,1602.0,1207.2,2798.4,3570.3,48507.0,727.3,61,14768.9,727.3,7,6274.5,1683.7,1
CHN_G0949,2015-11-15,12.950099,80.20943,414250.0,1431750.0,14.09,19.53,149.34,413.6,8.65,2.62,1.71,0.694,0.639,0.0,0.324,50,12.0,88.1,3004.3,140.1,186.6,4171.4,46286.6,3459.5,0,0.0,99.8,1,3557.1,1706.2,1
CHN_G0871,2015-11-15,12.94114,80.237115,417250.0,1430750.0,14.34,18.46,151.74,413.88,10.22,7.55,2.71,0.405,0.768,0.0,0.222,50,208.0,92.2,1868.8,2938.5,2876.7,1040.5,49071.5,6504.1,49,10370.3,190.6,11,4081.4,867.1,1
CHN_G1700,2015-11-15,13.031405,80.186118,411750.0,1440750.0,13.85,20.23,150.6,415.79,7.48,16.0,2.11,0.537,0.962,0.0,0.035,50,64.0,41.2,2937.7,775.5,856.7,6925.0,38144.0,11737.1,472,86696.4,407.9,16,4822.9,772.2,1
CHN_G1589,2015-11-15,13.01805,80.255323,419250.0,1439250.0,14.87,16.38,154.31,413.92,13.35,8.56,0.45,0.653,0.266,0.029,0.702,10,126.0,161.1,6181.9,1871.9,480.3,477.1,44878.3,2007.1,587,88127.5,496.7,9,3271.5,1683.2,1
CHN_G0149,2015-10-01,12.864173,80.200485,413250.0,1422250.0,2.25,2.33,3.12,31.04,2.18,4.52,0.52,0.666,0.114,0.0,0.871,30,319.0,1308.0,7215.6,959.4,60.9,3904.5,52752.4,0.0,0,0.0,2580.8,0,11397.3,4186.1,0
CHN_G0093,2015-10-01,12.859448,80.135991,406250.0,1421750.0,2.3,2.38,3.15,31.01,2.22,22.45,4.0,0.788,0.298,0.234,0.464,50,322.0,7993.5,8603.3,7298.9,674.8,10749.7,48653.7,0.0,0,0.0,76.8,2,9314.6,6560.8,0
CHN_G1822,2015-11-15,13.044909,80.16763,409750.0,1442250.0,13.77,20.49,151.24,416.0,7.05,17.36,0.64,0.554,0.939,0.0,0.058,50,278.0,46.4,2397.1,2126.7,2127.4,9258.9,35655.2,21745.2,28,9547.3,712.8,5,5798.6,1427.0,1
CHN_G1284,2015-11-15,12.986253,80.204706,413750.0,1435750.0,14.06,19.68,147.98,413.84,8.45,12.09,0.17,0.528,0.928,0.0,0.071,50,17.0,47.4,4278.6,827.1,1410.2,5013.4,43045.5,11670.3,0,0.0,496.2,8,2695.3,457.2,1
CHN_G1117,2015-11-15,12.968183,80.209373,414250.0,1433750.0,14.12,19.44,148.86,413.83,8.8,5.77,3.85,0.642,0.982,0.0,0.017,50,20.0,199.9,4809.3,540.8,868.0,4520.9,44830.3,2120.1,0,0.0,335.7,3,2200.5,492.6,1
CHN_G1867,2015-11-15,13.049474,80.181448,411250.0,1442750.0,13.84,19.95,154.15,418.23,7.73,15.95,1.2,0.588,0.939,0.0,0.058,50,278.0,0.3,1026.0,2498.0,2115.3,8055.6,36447.6,21730.8,37,6605.4,244.9,21,5560.9,187.5,1
CHN_G0235,2015-10-01,12.873243,80.209672,414250.0,1423250.0,2.23,2.31,3.1,31.06,2.15,6.26,1.45,0.465,0.616,0.0,0.37,50,218.0,26.2,5858.7,324.1,108.8,3181.3,52721.5,11961.6,54,2667.7,1517.0,0,11346.0,3511.0,0
CHN_G0129,2015-10-01,12.863876,80.108329,403250.0,1422250.0,2.35,2.42,3.18,30.97,2.27,30.7,3.56,0.596,0.324,0.0,0.676,10,297.0,10676.6,6997.1,10198.1,676.7,13779.2,46514.1,0.0,9,740.1,3017.6,0,9237.4,6824.3,0
CHN_G1717,2015-11-15,13.031639,80.264504,420250.0,1440750.0,14.89,16.6,158.11,403.53,13.17,9.46,1.38,0.649,0.65,0.0,0.35,50,213.0,36.5,5576.8,2203.5,896.7,149.9,44804.0,6295.3,157,37462.5,301.5,25,1901.3,346.9,1
CHN_G1000,2015-11-15,12.954743,80.250902,418750.0,1432250.0,14.5,17.82,152.62,413.96,11.19,3.21,1.78,0.788,0.607,0.0,0.392,50,71.0,25.0,3501.5,3863.6,2150.2,182.8,49063.1,4808.9,0,0.0,244.9,5,3514.1,1278.4,1
CHN_G0249,2015-10-01,12.87343,80.274185,421250.0,1423250.0,2.4,2.47,3.22,30.93,2.33,0.0,0.0,0.582,0.0,1.0,0.0,80,42.0,3369.5,6444.0,6906.4,5220.2,3554.4,57276.2,0.0,31,6036.7,5071.5,0,12503.2,5833.9,0
CHN_G0172,2015-10-01,12.868413,80.112921,403750.0,1422750.0,2.32,2.4,3.16,30.99,2.24,25.91,1.83,0.79,0.334,0.0,0.664,40,306.0,9998.3,6660.6,9664.3,860.7,13335.7,46383.5,0.0,47,13304.7,2653.7,0,8616.7,6304.6,0
CHN_G1780,2015-11-15,13.040388,80.167645,409750.0,1441750.0,13.74,20.68,150.22,415.36,6.81,17.94,0.21,0.534,0.856,0.0,0.137,50,46.0,71.4,2726.3,1627.0,2609.2,9109.7,35994.7,8293.6,0,0.0,399.0,6,5298.9,1054.3,1
CHN_G0033,2015-10-01,12.850747,80.246604,418250.0,1420750.0,2.38,2.46,3.2,30.95,2.31,4.45,1.45,0.497,0.646,0.005,0.309,50,208.0,2084.1,7755.6,5023.8,1677.3,1267.5,57210.5,0.0,291,36149.0,3336.8,0,14097.7,5794.9,0
CHN_G0005,2015-10-01,12.850345,80.117592,404250.0,1420750.0,2.37,2.44,3.19,30.96,2.29,33.43,0.58,0.66,0.226,0.0,0.74,10,276.0,10177.8,8715.7,9475.4,728.1,12730.2,48316.9,0.0,0,0.0,2260.1,0,10462.9,8254.6,0
CHN_G0163,2015-10-01,12.864362,80.264995,420250.0,1422250.0,2.39,2.47,3.21,30.94,2.32,0.0,0.0,0.582,0.0,1.0,0.0,80,103.0,2405.3,6904.3,6168.0,3904.2,2711.5,57349.8,0.0,0,0.0,4567.2,0,13084.5,5636.8,0
CHN_G0534,2015-11-15,12.904959,80.232616,416750.0,1426750.0,14.22,18.93,151.81,413.55,9.5,9.38,0.83,0.29,0.874,0.006,0.119,50,78.0,118.3,1701.1,1944.0,2923.9,731.9,51660.3,3712.4,215,32866.1,322.9,6,7969.5,674.5,1
CHN_G0007,2015-10-01,12.850376,80.126807,405250.0,1420750.0,2.35,2.42,3.18,30.97,2.27,28.77,1.78,0.83,0.108,0.034,0.856,10,319.0,9218.6,9059.8,8513.2,221.1,11730.3,48881.9,0.0,0,0.0,1410.1,0,10340.7,7970.2,0
CHN_G0199,2015-10-01,12.868804,80.237334,417250.0,1422750.0,2.3,2.38,3.15,31.0,2.23,1.19,1.54,0.796,0.012,0.193,0.766,30,114.0,371.7,5673.0,3177.4,1333.7,176.0,55027.3,0.0,12,1377.4,1526.6,0,11995.9,3577.7,0
CHN_G1296,2015-11-15,12.986416,80.260028,419750.0,1435750.0,14.78,16.73,153.31,414.09,12.83,9.9,3.2,0.449,0.866,0.027,0.103,50,79.0,42.5,7140.8,4607.5,2968.6,809.2,47457.8,5094.5,643,68552.7,14.5,27,3669.1,235.9,1
CHN_G1829,2015-11-15,13.045011,80.199908,413250.0,1442250.0,13.93,19.37,156.82,420.63,8.49,16.57,2.55,0.532,0.846,0.0,0.144,50,44.0,78.9,1768.2,737.4,1778.7,6043.6,38305.3,11636.0,365,79977.4,250.8,36,3502.7,459.1,1
CHN_G0180,2015-10-01,12.868535,80.149783,407750.0,1422750.0,2.24,2.32,3.11,31.05,2.16,19.75,1.17,0.338,0.322,0.0,0.678,10,310.0,6344.7,8693.6,5671.6,214.9,9381.1,48776.4,0.0,116,7065.5,1772.4,0,8489.6,4772.1,0
CHN_G1792,2015-11-15,13.04056,80.222978,415750.0,1441750.0,14.0,18.8,159.92,423.52,9.2,15.81,1.93,0.499,0.951,0.0,0.048,50,333.0,28.1,2408.0,1375.1,2153.4,3688.0,40579.1,17321.2,0,0.0,226.6,19,1018.6,728.0,1
CHN_G1701,2015-11-15,13.031419,80.190729,412250.0,1440750.0,13.93,19.87,151.53,416.45,7.98,14.21,1.31,0.629,0.875,0.0,0.123,50,64.0,13.8,2993.5,699.1,532.1,6437.6,38515.7,2794.9,575,101854.5,23.8,17,4346.5,1190.6,1
CHN_G1292,2015-11-15,12.986363,80.241587,417750.0,1435750.0,14.85,16.48,151.83,415.85,13.23,6.24,0.32,0.773,0.55,0.0,0.448,50,131.0,1.1,6763.1,2813.3,1196.0,1138.2,45948.5,4987.0,72,4272.1,978.3,1,1842.9,1560.5,1
CHN_G0043,2015-10-01,12.854803,80.099146,402250.0,1421250.0,2.4,2.47,3.22,30.93,2.33,30.86,0.11,0.843,0.12,0.0,0.88,10,302.0,12012.4,7819.8,11322.6,704.3,14728.2,46806.2,0.0,0,0.0,4029.0,0,10511.8,7951.1,0
CHN_G1795,2015-11-15,13.040601,80.236811,417250.0,1441750.0,13.91,18.99,162.03,424.67,8.82,16.79,0.9,0.389,0.886,0.0,0.111,50,333.0,19.1,3080.7,941.2,1639.7,2681.0,41781.0,12455.9,299,35678.2,269.3,22,897.2,1012.4,1
CHN_G1167,2015-11-15,12.972814,80.246238,418250.0,1434250.0,14.66,17.2,152.36,414.77,12.12,6.89,2.53,0.617,0.991,0.0,0.009,50,58.0,17.8,5363.1,3168.2,1306.5,690.1,47327.0,17083.4,0,0.0,723.1,3,2066.7,1931.1,1
CHN_G1072,2015-11-15,12.96362,80.195559,412750.0,1433250.0,13.82,20.7,146.84,412.76,6.93,13.38,3.44,0.379,0.921,0.021,0.05,50,26.0,20.3,4450.5,1237.6,1356.5,5897.8,44166.1,13067.0,262,38679.5,111.8,6,3774.3,1149.1,1
CHN_G0917,2015-11-15,12.945714,80.255538,419250.0,1431250.0,14.46,17.98,152.83,413.66,10.93,11.52,0.65,0.161,0.796,0.002,0.196,50,71.0,352.0,2807.5,4680.2,3206.5,845.3,50118.8,0.0,413,63480.3,523.3,3,4584.8,1523.8,1
CHN_G0018,2015-10-01,12.850539,80.17749,410750.0,1420750.0,2.3,2.37,3.15,31.01,2.22,8.53,1.92,0.732,0.003,0.0,0.997,30,312.0,4193.9,9803.7,3609.9,687.9,6231.3,52223.4,0.0,0,0.0,4030.9,0,11344.2,5227.3,0
CHN_G0078,2015-10-01,12.855307,80.260413,419750.0,1421250.0,2.4,2.48,3.22,30.93,2.33,0.0,0.0,0.615,0.0,1.0,0.0,80,103.0,2409.9,7631.1,6076.9,3186.7,2611.0,57780.1,0.0,47,3466.2,4356.9,0,13904.8,6067.4,0
CHN_G1757,2015-11-15,13.036134,80.255269,419250.0,1441250.0,14.49,17.54,159.52,412.59,11.44,13.35,4.0,0.502,0.777,0.0,0.212,50,37.0,10.6,4528.3,1091.1,1663.1,908.2,43698.1,10366.9,509,90298.8,142.2,33,1417.8,327.1,1
CHN_G0197,2015-10-01,12.868777,80.228118,416250.0,1422750.0,2.28,2.36,3.14,31.02,2.21,6.17,1.12,0.46,0.328,0.008,0.65,10,131.0,722.9,5730.8,2283.9,368.8,1120.1,54399.3,0.0,184,18463.8,549.5,1,11952.8,3420.4,0
CHN_G0866,2015-11-15,12.941071,80.214068,414750.0,1430750.0,14.14,19.31,150.04,413.67,8.97,2.37,1.12,0.698,0.892,0.008,0.097,50,47.0,2.3,1893.7,939.1,876.6,3492.5,47357.5,9225.2,0,0.0,694.3,3,4222.0,2803.3,1
CHN_G0175,2015-10-01,12.868459,80.126744,405250.0,1422750.0,2.28,2.36,3.14,31.02,2.21,25.44,1.8,0.525,0.27,0.092,0.611,10,316.0,8702.9,7242.2,8166.2,212.6,11849.5,47255.4,0.0,2,222.2,1352.6,0,8347.6,6096.1,0
CHN_G1834,2015-11-15,13.045081,80.222963,415750.0,1442250.0,13.78,19.38,162.07,425.94,8.19,14.55,2.03,0.591,0.978,0.0,0.022,50,5.0,16.8,1928.1,1014.8,2550.1,4030.5,40277.5,11076.5,0,0.0,153.9,13,1371.7,623.5,1
CHN_G0011,2015-10-01,12.850436,80.145237,407250.0,1420750.0,2.32,2.39,3.16,30.99,2.24,24.18,3.56,0.533,0.181,0.0,0.797,10,324.0,7327.0,9979.1,6622.6,801.7,9730.7,50052.9,0.0,0,0.0,531.7,2,10384.7,6584.9,0
CHN_G0039,2015-10-01,12.850825,80.27425,421250.0,1420750.0,2.45,2.52,3.25,30.9,2.37,0.0,0.0,0.582,0.0,1.0,0.0,80,103.0,3922.2,8673.7,7646.2,4672.1,4181.8,59137.1,0.0,0,0.0,5934.6,0,14827.1,7408.4,0
CHN_G1668,2015-11-15,13.027025,80.232242,416750.0,1440250.0,14.76,16.59,153.83,418.17,12.93,21.47,2.52,0.005,0.748,0.0,0.251,50,83.0,81.7,4153.1,374.1,759.7,2014.8,42288.4,10031.2,0,0.0,364.2,15,912.2,841.1,1
CHN_G0176,2015-10-01,12.868474,80.131352,405750.0,1422750.0,2.27,2.35,3.13,31.03,2.2,26.08,9.89,0.419,0.346,0.0,0.644,50,308.0,8286.5,7488.4,7667.0,322.3,11354.9,47552.9,0.0,73,18011.0,1044.9,0,8316.3,6039.1,0
CHN_G1571,2015-11-15,13.017798,80.172331,410250.0,1439250.0,13.48,22.08,144.71,412.07,4.89,12.17,0.51,0.709,0.855,0.0,0.14,50,89.0,30.5,2201.2,521.1,1079.7,8237.0,38095.8,9848.2,76,23641.0,557.1,2,2880.1,727.0,1
