grid_id,locality,centroid_lat,centroid_lon,area_sqkm,elevation_m,slope_deg,low_lying_score,dist_to_drain_m,drainage_density,dist_to_mithi_m,dist_to_coast_m,dist_to_hotspot_m,historical_hotspot_score,built_up_ratio
MUM_001328,Mulund West,19.174124,72.902494,0.25,16.66,1.3,0.4,1695.4,0.67,1695.4,3739.7,2079.3,0.177,0.829
MUM_001329,Mulund West,19.17864,72.902436,0.25,16.56,2.84,0.4,1422.7,1.13,1422.7,3896.4,2203.2,0.159,0.73
MUM_001330,Mulund West,19.183155,72.902379,0.25,13.19,2.94,0.4,1150.0,1.58,1150.0,4053.0,2425.8,0.132,0.763
MUM_001331,Mulund West,19.187671,72.902322,0.25,21.01,2.67,0.4,877.3,2.04,877.3,4209.6,2723.1,0.103,0.771
MUM_001332,Mulund West,19.192187,72.902265,0.25,18.14,1.48,0.4,604.6,2.49,604.6,4366.2,3073.4,0.077,0.703
MUM_001333,Mulund West,19.196702,72.902207,0.25,15.1,2.5,0.4,332.4,2.95,332.4,4522.8,3460.7,0.056,0.802
MUM_001334,Mulund West,19.201218,72.90215,0.25,15.95,3.03,0.4,441.6,2.76,441.6,4679.5,3873.9,0.04,0.791
MUM_001335,Mulund West,19.205734,72.902093,0.25,10.92,3.68,0.4,882.9,2.03,882.9,4836.1,4305.5,0.028,0.708
MUM_001336,Mulund West,19.210249,72.902036,0.25,16.44,1.93,0.4,1365.3,1.22,1365.3,4992.7,4750.6,0.019,0.736
MUM_001337,Borivali / Dahisar Subway,19.214765,72.901978,0.25,116.59,13.13,0.1,1857.0,0.4,1857.0,5134.0,5205.7,0.013,0.416
MUM_001338,Borivali / Dahisar Subway,19.219281,72.901921,0.25,162.64,15.98,0.1,2352.2,0.2,2352.2,5218.0,5668.3,0.009,0.32
MUM_001339,Borivali / Dahisar Subway,19.223797,72.901864,0.25,157.52,9.63,0.1,2849.1,0.2,2849.1,5302.0,6136.8,0.006,0.241
MUM_001340,Borivali / Dahisar Subway,19.228312,72.901806,0.25,124.34,13.82,0.1,3346.9,0.2,3346.9,5385.9,6609.9,0.004,0.371
MUM_001341,Borivali / Dahisar Subway,19.232828,72.901749,0.25,57.01,7.39,0.1,3845.3,0.2,3845.3,5469.9,7086.7,0.003,0.29
MUM_001342,Borivali / Dahisar Subway,19.237344,72.901692,0.25,106.24,12.03,0.1,4344.1,0.2,4344.1,5553.9,7566.5,0.002,0.348
MUM_001343,Borivali / Dahisar Subway,19.241859,72.901634,0.25,165.01,9.83,0.1,4843.1,0.2,4843.1,5637.9,8048.7,0.001,0.207
MUM_001344,Borivali / Dahisar Subway,19.246375,72.901577,0.25,55.18,8.71,0.1,4879.8,0.2,5342.3,5721.9,8533.0,0.001,0.403
MUM_001345,Borivali / Dahisar Subway,19.250891,72.901519,0.25,135.8,8.14,0.1,4527.9,0.2,5841.6,5805.8,9019.1,0.001,0.218
MUM_001346,Borivali / Dahisar Subway,19.255406,72.901462,0.25,133.55,9.43,0.1,4206.1,0.2,6341.1,5877.7,8631.2,0.001,0.307
MUM_001347,Borivali / Dahisar Subway,19.259922,72.901404,0.25,83.62,10.28,0.1,3921.9,0.2,6840.6,5668.5,8224.9,0.001,0.227
MUM_001348,Borivali / Dahisar Subway,19.264438,72.901347,0.25,163.59,15.66,0.1,3683.8,0.2,7340.2,5459.3,7829.6,0.001,0.316
MUM_001349,Borivali / Dahisar Subway,19.268953,72.901289,0.25,48.98,14.14,0.1,3501.5,0.2,7839.8,5250.2,7446.8,0.002,0.293
MUM_001350,Borivali / Dahisar Subway,19.273252,72.901073,0.25,141.53,12.8,0.1,3383.7,0.2,8339.5,5041.0,7078.6,0.003,0.347
MUM_001351,Mumbai Central,,,0.25,21.94,2.84,0.4,3337.6,0.2,8839.2,4831.8,6727.5,0.004,0.718
MUM_001352,Chembur East,19.039753,72.908045,0.25,11.58,1.32,0.55,3365.8,0.2,9338.9,4622.7,6396.3,0.005,0.784
MUM_001353,Chembur East,19.043253,72.908856,0.25,12.67,1.46,0.55,3466.8,0.2,9838.7,4413.5,6088.1,0.006,0.83
MUM_001354,Chembur East,19.047737,72.908837,0.25,11.78,1.46,0.55,3189.5,0.2,10338.5,4204.3,5806.7,0.008,0.782
MUM_001355,Chembur East,19.052253,72.90878,0.25,10.25,1.52,0.55,2731.3,0.2,10838.3,3995.2,5556.1,0.01,0.824
MUM_001356,Chembur East,19.056768,72.908723,0.25,9.21,2.12,0.55,2290.6,0.2,11338.2,3553.7,5340.7,0.012,0.842
MUM_001357,Chembur East,19.061284,72.908667,0.25,7.85,1.74,0.55,1879.7,0.37,11838.0,3105.3,5164.8,0.014,0.795
MUM_001358,Chembur East,19.0658,72.90861,0.25,13.34,2.98,0.55,1523.2,0.96,12337.9,2656.9,5032.7,0.015,0.781
MUM_001359,Chembur East,19.070316,72.908554,0.25,13.32,1.89,0.55,1267.7,1.39,12837.7,2208.6,4947.7,0.016,0.796
MUM_001360,Ghatkopar West,19.074831,72.908497,0.25,51.2,8.46,0.25,1180.6,1.53,13337.6,1760.2,4912.5,0.017,0.681
MUM_001361,Ghatkopar West,19.079347,72.90844,0.25,53.0,7.51,0.25,1296.3,1.34,13837.5,1311.9,4928.0,0.016,0.718
MUM_001362,Ghatkopar West,19.083863,72.908383,0.25,46.84,8.8,0.25,1570.7,0.88,14337.4,863.5,4993.8,0.016,0.688
MUM_001363,Ghatkopar West,19.088379,72.908327,0.25,25.06,4.6,0.25,1937.5,0.27,14837.3,415.1,5107.9,0.014,0.78
MUM_001364,Ghatkopar West,19.092895,72.90827,0.1065,46.44,5.42,0.25,2215.9,0.2,15204.8,106.2,5175.7,0.013,0.696
MUM_001365,Ghatkopar West,19.09741,72.908213,0.0446,61.87,8.28,0.25,5310.6,0.2,5783.1,66.4,3065.6,0.078,0.768
MUM_001366,Ghatkopar West,19.101926,72.908156,0.1918,42.6,7.0,0.25,5496.3,0.2,5641.0,174.4,2772.3,0.099,0.741
MUM_001367,Ghatkopar West,19.106442,72.9081,0.25,38.39,8.47,0.25,5404.0,0.2,5404.0,376.6,2424.6,0.133,0.653
MUM_001368,Powai / Hiranandani,19.110958,72.908043,0.25,62.55,7.88,0.25,5108.8,0.2,5108.8,637.1,2067.0,0.179,0.775
MUM_001369,Powai / Hiranandani,19.115473,72.907986,0.25,21.92,5.2,0.25,4818.4,0.2,4818.4,897.6,1779.5,0.227,0.77
MUM_001370,Powai / Hiranandani,19.119989,72.907929,0.25,56.25,3.7,0.25,4560.6,0.2,4560.6,1158.1,1600.2,0.264,0.679
MUM_001371,Powai / Hiranandani,19.124505,72.907872,0.25,54.7,3.95,0.25,4336.9,0.2,4336.9,1418.7,1566.8,0.271,0.77
MUM_001372,Powai / Hiranandani,19.129021,72.907815,0.25,44.36,6.39,0.25,4116.8,0.2,4116.8,1679.2,1687.8,0.245,0.752
MUM_001373,Powai / Hiranandani,19.133536,72.907759,0.25,53.19,5.36,0.25,3896.7,0.2,3896.7,1939.7,1934.7,0.199,0.653
MUM_001374,Powai / Hiranandani,19.138052,72.907702,0.25,27.71,3.94,0.25,3676.6,0.2,3676.6,2200.2,2266.5,0.151,0.665
MUM_001375,Powai / Hiranandani,19.142568,72.907645,0.25,52.61,4.63,0.25,3456.5,0.2,3456.5,2460.7,2651.6,0.11,0.668
MUM_001376,Powai / Hiranandani,19.147084,72.907588,0.25,44.13,8.33,0.25,3205.3,0.2,3205.3,2638.4,3070.0,0.077,0.771
MUM_001377,Powai / Hiranandani,19.151599,72.907531,0.25,35.81,3.88,0.25,2932.6,0.2,2932.6,2795.1,2835.9,0.094,0.731
MUM_001378,Powai / Hiranandani,19.156115,72.907474,0.25,42.37,8.05,0.25,2659.9,0.2,2659.9,2951.7,2659.4,0.109,0.708
MUM_001379,Powai / Hiranandani,19.160631,72.907417,0.25,46.07,7.33,0.25,2387.2,0.2,2387.2,3108.3,2569.7,0.117,0.719
MUM_001380,Powai / Hiranandani,19.165147,72.90736,0.25,37.95,5.69,0.25,2114.5,0.2,2114.5,3264.9,2575.6,0.117,0.716
MUM_001381,Mulund West,19.169662,72.907303,0.25,14.96,2.78,0.4,1841.8,0.43,1841.8,3421.5,2676.6,0.107,0.819
MUM_001382,Mulund West,19.174178,72.907246,0.25,12.3,1.64,0.4,1569.1,0.88,1569.1,3578.1,2862.7,0.092,0.793
MUM_001383,Mulund West,19.178694,72.907189,0.25,21.94,2.72,0.4,1296.4,1.34,1296.4,3734.8,3118.6,0.074,0.796
MUM_001384,Mulund West,19.18321,72.907132,0.25,17.16,1.8,0.4,1023.7,1.79,1023.7,3891.4,3428.7,0.057,0.805
MUM_001385,Mulund West,19.187725,72.907075,0.25,14.42,1.82,0.4,805.5,2.16,805.5,4048.0,3779.8,0.043,0.702
MUM_001386,Mulund West,19.192241,72.907018,0.25,10.68,1.88,0.4,856.3,2.07,856.3,4204.6,4161.4,0.031,0.815
MUM_001387,Mulund West,19.196757,72.906961,0.25,20.95,2.03,0.4,1148.0,1.59,1148.0,4361.2,4566.0,0.022,0.748
MUM_001388,Mulund West,19.201272,72.906903,0.25,21.21,1.9,0.4,1549.9,0.92,1549.9,4517.9,4987.8,0.016,0.8
MUM_001389,Mulund West,19.205788,72.906846,0.25,18.48,1.49,0.4,1996.7,0.2,1996.7,4641.1,5423.0,0.011,0.768
MUM_001390,Mulund West,19.210304,72.906789,0.25,13.96,3.47,0.4,2464.0,0.2,2464.0,4725.1,5868.5,0.008,0.772
MUM_001391,Mulund West,19.21482,72.906732,0.25,12.38,2.22,0.4,2942.1,0.2,2942.1,4809.1,6322.2,0.005,0.77
MUM_001392,Borivali / Dahisar Subway,19.219335,72.906675,0.25,176.95,13.01,0.1,3426.4,0.2,3426.4,4893.0,6782.4,0.004,0.369
MUM_001393,Borivali / Dahisar Subway,19.223851,72.906618,0.25,45.94,15.23,0.1,3914.7,0.2,3914.7,4977.0,7247.9,0.002,0.244
MUM_001394,Borivali / Dahisar Subway,19.228367,72.90656,0.25,76.09,7.49,0.1,4405.6,0.2,4405.6,5061.0,7717.6,0.002,0.326
MUM_001395,Borivali / Dahisar Subway,19.232882,72.906503,0.25,148.48,12.46,0.1,4898.3,0.2,4898.3,5145.0,8191.0,0.001,0.29
MUM_001396,Borivali / Dahisar Subway,19.237398,72.906446,0.25,116.75,7.85,0.1,5234.4,0.2,5392.4,5229.0,8667.4,0.001,0.267
MUM_001397,Borivali / Dahisar Subway,19.241914,72.906389,0.25,146.53,11.09,0.1,4908.0,0.2,5887.5,5313.0,9146.2,0.0,0.214
MUM_001398,Borivali / Dahisar Subway,19.246429,72.906331,0.25,77.38,6.88,0.1,4612.9,0.2,6383.4,5396.9,8925.2,0.001,0.276
MUM_001399,Borivali / Dahisar Subway,19.250945,72.906274,0.25,81.57,7.7,0.1,4355.2,0.2,6879.8,5214.3,8532.9,0.001,0.283
MUM_001400,Borivali / Dahisar Subway,19.255461,72.906217,0.25,143.99,7.99,0.1,4142.2,0.2,7376.7,5005.2,8152.5,0.001,0.411
MUM_001401,Borivali / Dahisar Subway,19.259976,72.906159,0.25,140.42,12.95,0.1,3980.8,0.2,7874.1,4796.0,7785.6,0.002,0.359
MUM_001402,Borivali / Dahisar Subway,19.264492,72.906102,0.25,62.02,6.48,0.1,3877.7,0.2,8371.7,4586.8,7434.3,0.002,0.385
MUM_001403,Borivali / Dahisar Subway,19.269008,72.906045,0.25,81.46,8.23,0.1,3837.5,0.2,8869.6,4377.7,7100.8,0.003,0.31
MUM_001404,Borivali / Dahisar Subway,19.27233,72.905543,0.25,151.98,9.41,0.1,3862.1,0.2,9367.7,4168.5,6787.8,0.003,0.245
MUM_001405,Chembur East,19.044363,72.911993,0.25,7.83,1.34,0.55,3849.2,0.2,9866.0,3959.3,6498.2,0.004,0.845
MUM_001406,Chembur East,19.048072,72.913117,0.25,11.35,1.64,0.55,3406.3,0.2,10364.5,3750.2,6235.3,0.006,0.84
MUM_001407,Chembur East,19.052306,72.913529,0.25,10.18,2.31,0.55,2981.6,0.2,10863.1,3541.0,6002.6,0.007,0.852
MUM_001408,Chembur East,19.056822,72.913473,0.25,11.33,2.66,0.55,2583.9,0.2,11361.9,3331.8,5803.8,0.008,0.849
MUM_001409,Chembur East,19.061338,72.913416,0.25,9.74,1.3,0.55,2227.9,0.2,11860.7,2884.0,5642.4,0.009,0.78
MUM_001410,Chembur East,19.065854,72.913359,0.25,8.99,2.27,0.55,1936.5,0.27,12359.7,2435.6,5521.7,0.01,0.849
MUM_001411,Chembur East,19.07037,72.913303,0.25,11.99,1.2,0.55,1742.7,0.6,12858.7,1987.3,5444.4,0.011,0.841
MUM_001412,Ghatkopar West,19.074885,72.913246,0.25,19.93,5.03,0.25,1680.4,0.7,13357.8,1538.9,5412.4,0.011,0.717
MUM_001413,Ghatkopar West,19.079401,72.91319,0.25,53.73,4.59,0.25,1763.6,0.56,13856.9,1090.6,5426.5,0.011,0.743
MUM_001414,Ghatkopar West,19.083917,72.913133,0.25,33.03,3.74,0.25,1974.1,0.21,14356.2,642.2,5486.3,0.01,0.71
MUM_001415,Ghatkopar West,19.088433,72.913077,0.225,25.51,7.63,0.25,2250.2,0.2,14832.6,220.6,5569.4,0.01,0.655
MUM_001416,Ghatkopar West,19.092948,72.91302,0.0956,62.65,7.62,0.25,5660.1,0.2,5660.1,98.9,2629.0,0.112,0.735
MUM_001417,Ghatkopar West,19.097464,72.912963,0.23,25.1,6.35,0.25,5491.1,0.2,5491.1,232.5,2444.1,0.13,0.761
MUM_001418,Ghatkopar West,19.10198,72.912907,0.25,37.76,5.9,0.25,5242.0,0.2,5242.0,470.9,2230.9,0.156,0.748
MUM_001419,Powai / Hiranandani,19.106496,72.91285,0.25,20.84,5.74,0.25,5005.9,0.2,5005.9,731.4,2090.6,0.175,0.665
MUM_001420,Powai / Hiranandani,19.111012,72.912793,0.25,50.4,7.28,0.25,4785.8,0.2,4785.8,991.9,2065.2,0.179,0.758
MUM_001421,Powai / Hiranandani,19.115527,72.912737,0.25,42.94,7.89,0.25,4565.7,0.2,4565.7,1252.4,2158.5,0.166,0.723
MUM_001422,Powai / Hiranandani,19.120043,72.91268,0.25,47.35,6.67,0.25,4345.6,0.2,4345.6,1512.9,2356.5,0.14,0.758
MUM_001423,Powai / Hiranandani,19.124559,72.912623,0.25,20.29,8.5,0.25,4125.5,0.2,4125.5,1773.4,2635.7,0.111,0.706
MUM_001424,Powai / Hiranandani,19.129075,72.912567,0.25,39.48,8.35,0.25,3897.1,0.2,3897.1,2007.0,2973.4,0.084,0.691
MUM_001425,Powai / Hiranandani,19.13359,72.91251,0.25,54.78,3.52,0.25,3624.4,0.2,3624.4,2163.6,3351.9,0.061,0.756
MUM_001426,Powai / Hiranandani,19.138106,72.912453,0.25,22.22,4.57,0.25,3351.7,0.2,3351.7,2320.2,3294.3,0.064,0.703
MUM_001427,Powai / Hiranandani,19.142622,72.912396,0.25,34.27,4.21,0.25,3079.0,0.2,3079.0,2476.8,3143.7,0.073,0.765
MUM_001428,Powai / Hiranandani,19.147138,72.912339,0.25,33.62,3.63,0.25,2806.3,0.2,2806.3,2633.5,3068.2,0.078,0.692
MUM_001429,Powai / Hiranandani,19.151653,72.912283,0.25,40.55,7.72,0.25,2533.6,0.2,2533.6,2790.1,3073.1,0.077,0.685
MUM_001430,Powai / Hiranandani,19.156169,72.912226,0.25,29.2,4.08,0.25,2260.9,0.2,2260.9,2946.7,3158.3,0.072,0.706
MUM_001431,Powai / Hiranandani,19.160685,72.912169,0.25,32.11,8.03,0.25,1988.2,0.2,1988.2,3103.3,3317.4,0.063,0.701
MUM_001432,Mulund West,19.165201,72.912112,0.25,20.81,2.29,0.4,1715.5,0.64,1715.5,3259.9,3540.6,0.052,0.815
MUM_001433,Mulund West,19.169716,72.912055,0.25,21.44,1.64,0.4,1450.1,1.08,1450.1,3416.5,3816.6,0.042,0.753
MUM_001434,Mulund West,19.174232,72.911998,0.25,16.12,1.29,0.4,1298.9,1.34,1298.9,3573.2,4134.9,0.032,0.828
MUM_001435,Mulund West,19.178748,72.911941,0.25,20.36,2.05,0.4,1331.0,1.28,1331.0,3729.8,4486.4,0.024,0.805
MUM_001436,Mulund West,19.183264,72.911884,0.25,20.75,2.39,0.4,1535.0,0.94,1535.0,3886.4,4864.0,0.017,0.815
MUM_001437,Mulund West,19.187779,72.911827,0.25,16.11,1.6,0.4,1854.9,0.41,1854.9,4043.0,5262.0,0.012,0.779
MUM_001438,Mulund West,19.192295,72.911771,0.25,20.36,3.85,0.4,2241.7,0.2,2241.7,4148.2,5676.2,0.009,0.796
MUM_001439,Mulund West,19.196811,72.911714,0.25,18.75,2.05,0.4,2666.4,0.2,2666.4,4232.2,6103.3,0.006,0.817
MUM_001440,Mulund West,19.201327,72.911657,0.25,14.96,2.21,0.4,3113.5,0.2,3113.5,4316.2,6540.7,0.004,0.835
MUM_001441,Mulund West,19.205842,72.9116,0.25,12.17,3.07,0.4,3574.7,0.2,3574.7,4400.1,6986.5,0.003,0.831
MUM_001442,Mulund West,19.210358,72.911543,0.25,15.4,2.82,0.4,4045.1,0.2,4045.1,4484.1,7439.2,0.002,0.821
MUM_001443,Mulund West,19.214874,72.911485,0.25,7.01,3.37,0.4,4521.9,0.2,4521.9,4568.1,7897.6,0.001,0.759
MUM_001444,Mulund West,19.21939,72.911428,0.25,17.27,3.44,0.4,5003.2,0.2,5003.2,4652.1,8360.8,0.001,0.727
MUM_001445,Borivali / Dahisar Subway,19.223905,72.911371,0.25,73.26,10.32,0.1,5487.9,0.2,5487.9,4736.1,8828.0,0.001,0.265
MUM_001446,Borivali / Dahisar Subway,19.228421,72.911314,0.25,89.61,7.45,0.1,5308.1,0.2,5975.0,4820.1,9298.6,0.0,0.282
MUM_001447,Borivali / Dahisar Subway,19.232937,72.911257,0.25,51.8,12.89,0.1,5036.4,0.2,6464.2,4904.0,9236.9,0.0,0.3
MUM_001448,Borivali / Dahisar Subway,19.237452,72.9112,0.25,105.03,13.56,0.1,4801.6,0.2,6954.9,4760.2,8858.5,0.001,0.224
MUM_001449,Borivali / Dahisar Subway,19.241968,72.911143,0.25,151.9,10.35,0.1,4609.2,0.2,7446.8,4551.0,8492.7,0.001,0.389
MUM_001450,Borivali / Dahisar Subway,19.246484,72.911086,0.25,83.35,12.34,0.1,4464.8,0.2,7939.7,4341.9,8141.1,0.001,0.426
MUM_001451,Borivali / Dahisar Subway,19.250999,72.911029,0.25,122.33,8.54,0.1,4373.1,0.2,8433.5,4132.7,7805.8,0.001,0.408
MUM_001452,Borivali / Dahisar Subway,19.255515,72.910971,0.25,74.78,10.58,0.1,4337.4,0.2,8927.9,3923.5,7488.8,0.002,0.274
MUM_001453,Borivali / Dahisar Subway,19.260031,72.910914,0.25,167.21,15.06,0.1,4359.2,0.2,9423.0,3714.4,7192.7,0.002,0.251
MUM_001454,Borivali / Dahisar Subway,19.264547,72.910857,0.25,143.21,6.33,0.1,4092.2,0.2,9918.5,3505.2,6920.1,0.003,0.347
MUM_001455,Borivali / Dahisar Subway,19.268862,72.91065,0.25,131.42,13.38,0.1,3678.7,0.2,10414.5,3296.0,6673.9,0.004,0.341
MUM_001456,Mumbai Central,,,0.25,11.52,3.34,0.4,3289.4,0.2,10910.8,3086.9,6457.0,0.005,0.821
MUM_001457,Mumbai Central,,,0.25,7.79,3.42,0.4,2933.7,0.2,11407.5,2877.7,6272.6,0.005,0.776
MUM_001458,Chembur East,19.052946,72.916997,0.25,13.64,2.54,0.55,2625.5,0.2,11904.4,2662.7,6123.6,0.006,0.848
MUM_001459,Chembur East,19.057003,72.918057,0.25,7.27,2.83,0.55,2383.3,0.2,12401.6,2214.4,6012.6,0.007,0.869
MUM_001460,Chembur East,19.061392,72.918165,0.25,11.59,2.3,0.55,2228.7,0.2,12899.0,1766.0,5941.7,0.007,0.838
MUM_001461,Chembur East,19.065907,72.918109,0.25,9.74,2.58,0.55,2180.3,0.2,13396.6,1317.6,5912.3,0.007,0.82
MUM_001462,Ghatkopar West,19.070423,72.918052,0.25,29.4,5.79,0.25,2245.1,0.2,13894.4,869.3,5925.2,0.007,0.733
MUM_001463,Ghatkopar West,19.074939,72.917996,0.25,59.5,6.02,0.25,2414.0,0.2,14392.3,420.9,5980.1,0.007,0.696
MUM_001464,Ghatkopar West,19.079455,72.91794,0.1097,60.76,4.17,0.25,2555.9,0.2,14758.1,108.7,6001.4,0.007,0.662
MUM_001465,Ghatkopar West,19.083971,72.917883,0.1508,43.3,5.21,0.25,5582.1,0.2,5582.1,139.7,2604.2,0.114,0.684
MUM_001466,Ghatkopar West,19.088486,72.917827,0.2483,56.9,5.84,0.25,5452.7,0.2,5452.7,306.8,2582.9,0.116,0.697
MUM_001467,Ghatkopar West,19.093002,72.91777,0.25,31.26,7.56,0.25,5234.8,0.2,5234.8,565.1,2564.2,0.118,0.742
MUM_001468,Ghatkopar West,19.097518,72.917714,0.25,33.56,7.09,0.25,5014.7,0.2,5014.7,825.6,2639.9,0.111,0.723
MUM_001469,Ghatkopar West,19.102034,72.917657,0.25,25.93,5.05,0.25,4794.6,0.2,4794.6,1086.2,2804.1,0.097,0.654
MUM_001470,Vikhroli East,19.10655,72.917601,0.25,19.33,2.03,0.4,4574.5,0.2,4574.5,1346.7,3042.6,0.079,0.822
MUM_001471,Powai / Hiranandani,19.111065,72.917544,0.25,62.42,7.76,0.25,4316.2,0.2,4316.2,1532.1,3339.4,0.062,0.749
MUM_001472,Powai / Hiranandani,19.115581,72.917487,0.25,51.56,6.29,0.25,4043.5,0.2,4043.5,1688.8,3680.4,0.047,0.71
MUM_001473,Powai / Hiranandani,19.120097,72.917431,0.25,48.23,4.13,0.25,3770.8,0.2,3770.8,1845.4,3763.3,0.043,0.657
MUM_001474,Powai / Hiranandani,19.124613,72.917374,0.25,59.7,5.15,0.25,3498.1,0.2,3498.1,2002.0,3632.3,0.048,0.675
MUM_001475,Powai / Hiranandani,19.129129,72.917318,0.25,49.69,4.24,0.25,3225.4,0.2,3225.4,2158.6,3567.1,0.051,0.698
MUM_001476,Powai / Hiranandani,19.133644,72.917261,0.25,28.13,6.78,0.25,2952.7,0.2,2952.7,2315.2,3571.3,0.051,0.733
MUM_001477,Powai / Hiranandani,19.13816,72.917204,0.25,56.73,4.55,0.25,2680.0,0.2,2680.0,2471.9,3644.9,0.048,0.72
MUM_001478,Powai / Hiranandani,19.142676,72.917148,0.25,36.18,5.43,0.25,2407.3,0.2,2407.3,2628.5,3783.6,0.043,0.674
MUM_001479,Powai / Hiranandani,19.147192,72.917091,0.25,53.53,3.56,0.25,2134.6,0.2,2134.6,2785.1,3980.7,0.036,0.683
MUM_001480,Powai / Hiranandani,19.151707,72.917034,0.25,62.36,8.12,0.25,1908.1,0.32,1908.1,2941.7,4228.1,0.029,0.653
MUM_001481,Powai / Hiranandani,19.156223,72.916978,0.25,51.43,8.5,0.25,1796.0,0.51,1796.0,3098.3,4517.5,0.023,0.688
MUM_001482,Powai / Hiranandani,19.160739,72.916921,0.25,43.46,7.36,0.25,1819.3,0.47,1819.3,3254.9,4841.3,0.018,0.683
MUM_001483,Mulund West,19.165255,72.916864,0.25,20.38,1.43,0.4,1973.4,0.21,1973.4,3411.6,5193.1,0.013,0.705
MUM_001484,Mulund West,19.16977,72.916807,0.25,7.68,2.4,0.4,2231.4,0.2,2231.4,3568.2,5567.7,0.01,0.742
MUM_001485,Mulund West,19.174286,72.916751,0.25,12.0,2.47,0.4,2561.9,0.2,2561.9,3655.3,5960.7,0.007,0.768
MUM_001486,Mulund West,19.178802,72.916694,0.25,17.98,3.39,0.4,2940.7,0.2,2940.7,3739.3,6368.7,0.005,0.704
MUM_001487,Mulund West,19.183318,72.916637,0.25,20.36,3.65,0.4,3351.5,0.2,3351.5,3823.3,6789.0,0.003,0.719
MUM_001488,Mulund West,19.187833,72.91658,0.25,8.6,1.57,0.4,3783.8,0.2,3783.8,3907.3,7219.5,0.002,0.719
MUM_001489,Mulund West,19.192349,72.916523,0.25,8.4,2.05,0.4,4231.0,0.2,4231.0,3991.2,7658.5,0.002,0.806
MUM_001490,Mulund West,19.196865,72.916467,0.25,21.53,3.09,0.4,4688.9,0.2,4688.9,4075.2,8104.5,0.001,0.802
MUM_001491,Mulund West,19.201381,72.91641,0.25,8.33,1.76,0.4,5154.6,0.2,5154.6,4159.2,8556.5,0.001,0.836
MUM_001492,Mulund West,19.205896,72.916353,0.25,18.43,1.41,0.4,5626.3,0.2,5626.3,4243.2,9013.5,0.001,0.753
MUM_001493,Mulund West,19.210412,72.916296,0.25,21.9,2.34,0.4,5723.9,0.2,6102.4,4327.2,9474.9,0.0,0.797
MUM_001494,Mulund West,19.214928,72.916239,0.25,18.3,1.59,0.4,5472.9,0.2,6582.1,4411.1,9564.6,0.0,0.793
MUM_001495,Mulund West,19.219444,72.916182,0.25,10.12,3.85,0.4,5257.6,0.2,7064.6,4306.0,9199.7,0.0,0.78
MUM_001496,Mulund West,19.223959,72.916125,0.25,18.04,3.58,0.4,5082.5,0.2,7549.4,4096.9,8848.0,0.001,0.711
MUM_001497,Mulund West,19.228475,72.916068,0.25,13.38,3.4,0.4,4951.9,0.2,8036.0,3887.7,8511.1,0.001,0.704
MUM_001498,Borivali / Dahisar Subway,19.232991,72.916011,0.25,84.33,6.76,0.1,4869.4,0.2,8524.2,3678.5,8191.0,0.001,0.207
MUM_001499,Borivali / Dahisar Subway,19.237507,72.915954,0.25,100.82,10.99,0.1,4837.4,0.2,9013.7,3469.4,7889.5,0.001,0.342
MUM_001500,Borivali / Dahisar Subway,19.242022,72.915897,0.25,147.49,6.06,0.1,4784.3,0.2,9504.3,3260.2,7609.0,0.002,0.242
MUM_001501,Borivali / Dahisar Subway,19.246538,72.91584,0.25,151.21,6.31,0.1,4379.1,0.2,9995.8,3051.0,7351.8,0.002,0.433
MUM_001502,Borivali / Dahisar Subway,19.251054,72.915783,0.25,137.48,6.95,0.1,3995.4,0.2,10488.1,2841.9,7120.5,0.003,0.242
MUM_001503,Borivali / Dahisar Subway,19.255569,72.915726,0.25,90.53,11.9,0.1,3640.0,0.2,10981.1,2632.7,6917.7,0.003,0.394
MUM_001504,Borivali / Dahisar Subway,19.260085,72.915669,0.25,148.3,6.21,0.1,3322.1,0.2,11474.7,2423.5,6745.9,0.004,0.425
MUM_001505,Borivali / Dahisar Subway,19.264601,72.915612,0.25,174.19,11.78,0.1,3053.4,0.2,11968.8,2214.4,6607.6,0.004,0.272
MUM_001506,Borivali / Dahisar Subway,19.267949,72.915124,0.25,176.75,14.34,0.1,2847.8,0.2,12463.5,1993.1,6504.8,0.004,0.238
MUM_001507,Mumbai Central,,,0.25,15.92,2.41,0.4,2719.7,0.2,12958.5,1544.7,6439.3,0.005,0.724
MUM_001508,Chembur East,19.061817,72.92209,0.25,12.88,1.11,0.55,2680.2,0.2,13453.9,1096.3,6412.3,0.005,0.833
MUM_001509,Chembur East,19.065975,72.922843,0.25,9.3,2.0,0.55,2733.2,0.2,13949.6,648.0,6424.2,0.005,0.86
MUM_001510,Ghatkopar West,19.070477,72.922802,0.227,31.3,5.85,0.25,2852.2,0.2,14423.6,224.4,6457.1,0.005,0.656
MUM_001511,Ghatkopar West,19.074993,72.922746,0.0552,22.09,8.51,0.25,5709.3,0.2,5709.3,73.8,2907.2,0.089,0.761
MUM_001512,Ghatkopar West,19.079508,72.922689,0.2026,32.85,8.25,0.25,5635.8,0.2,5635.8,186.7,3025.3,0.08,0.66
MUM_001513,Ghatkopar West,19.084024,72.922633,0.25,44.79,6.87,0.25,5463.6,0.2,5463.6,398.9,3127.2,0.074,0.736
MUM_001514,Ghatkopar West,19.08854,72.922577,0.25,18.95,7.36,0.25,5243.5,0.2,5243.5,659.4,3267.0,0.066,0.654
